date,open,high,low,close,TR,ATR,NATR,CHOP
2015.06.09,1.12905,1.1345,1.12139,1.12815,0.013109999999999955,0.014878571428571392,0.01318846911188352,-4.002874207065346
2015.06.10,1.12819,1.13862,1.126,1.13211,0.012620000000000076,0.015052857142857106,0.013296284939499789,-4.189905558376544
2015.06.11,1.13217,1.13303,1.11812,1.12571,0.014909999999999979,0.014645714285714246,0.013010201815489111,-2.9431755218231026
2015.06.12,1.12572,1.12963,1.11514,1.12621,0.014489999999999892,0.015322857142857098,0.01360568379152831,-4.526321693965422
2015.06.15,1.1209,1.12942,1.11889,1.1283,0.01053000000000015,0.015236428571428548,0.013503880680163562,-3.7997761741988803
2015.06.16,1.12826,1.13297,1.12046,1.12467,0.012510000000000021,0.015344999999999989,0.013644002240657248,-3.5387438833974225
2015.06.17,1.12472,1.13578,1.12052,1.1335,0.015260000000000051,0.01578285714285713,0.013924002772701482,-4.077666063280133
2015.06.18,1.13348,1.14364,1.13299,1.13575,0.010650000000000048,0.015970714285714283,0.014061821955284421,-3.8872847585695216
2015.06.19,1.1358,1.13967,1.12919,1.1346,0.010480000000000045,0.015996428571428578,0.014098738384830405,-3.194458140784838
2015.06.22,1.13724,1.14101,1.13117,1.13394,0.009840000000000071,0.014717142857142873,0.012978766828176865,0.7679432756453282
2015.06.23,1.13402,1.13471,1.11348,1.11669,0.021230000000000082,0.014762142857142882,0.013219553194837317,0.8342925355116826
2015.06.24,1.11667,1.12346,1.11537,1.12017,0.00808999999999993,0.014215714285714316,0.012690675777528691,2.536367996656721
2015.06.25,1.12017,1.12276,1.11535,1.12004,0.007409999999999917,0.013097857142857161,0.011694097659777474,5.808075309653509
2015.06.26,1.12017,1.12197,1.11298,1.11583,0.008989999999999831,0.012151428571428575,0.010890035732529663,8.558347080600447
2015.06.29,1.10062,1.12777,1.09549,1.12344,0.032279999999999864,0.013520714285714283,0.012035101372315641,3.6355381034089316
2015.06.30,1.12351,1.12441,1.11119,1.11409,0.01322000000000001,0.013563571428571421,0.01217457425214428,3.18270041316582
2015.07.01,1.11439,1.11716,1.10429,1.10516,0.012869999999999937,0.013417857142857132,0.012141099155649076,3.39002513800896
2015.07.02,1.10527,1.1121,1.10323,1.10833,0.008870000000000156,0.01301642857142858,0.011744181400330749,4.213147414689574
2015.07.03,1.10803,1.11176,1.10646,1.11141,0.005300000000000082,0.012642857142857147,0.011375511416000527,4.91319489225924
2015.07.06,1.09908,1.10953,1.09682,1.10555,0.012709999999999999,0.012657142857142858,0.011448729462387824,4.271160480793239
2015.07.07,1.10555,1.10583,1.09162,1.10099,0.014210000000000056,0.01258214285714286,0.011428026464493648,3.8124059546791806
2015.07.08,1.10108,1.10929,1.09738,1.10752,0.011910000000000087,0.012672142857142863,0.011441908820737198,2.7514892327874385
2015.07.09,1.10753,1.1125,1.09914,1.10342,0.013360000000000039,0.012877857142857147,0.011670857101427514,1.3296070023205715
2015.07.10,1.10291,1.12157,1.1029,1.11549,0.018669999999999964,0.013508571428571425,0.012109988819775546,-1.0302476121996715
2015.07.13,1.10942,1.11968,1.09938,1.09969,0.020299999999999985,0.013442142857142847,0.01222357469572593,-1.1276715943536344
2015.07.14,1.09993,1.10814,1.09653,1.10082,0.011609999999999898,0.013693571428571416,0.012439428270354297,-2.05633749604796
2015.07.15,1.10074,1.10353,1.09297,1.09412,0.010559999999999903,0.013918571428571416,0.012721247604075801,-2.569629506581654
2015.07.16,1.09441,1.09624,1.08552,1.08727,0.010720000000000063,0.01404214285714286,0.012915046729094761,-2.50870894583075
2015.07.17,1.0872,1.09067,1.08275,1.08282,0.007919999999999927,0.012302142857142864,0.011361207640367618,2.95040502495087
2015.07.20,1.08299,1.08699,1.08082,1.08244,0.006170000000000009,0.011798571428571436,0.010899977299962525,4.347705114551788
2015.07.21,1.08244,1.09688,1.08113,1.09336,0.015750000000000153,0.012004285714285736,0.010979261829850859,3.259452807896277
2015.07.22,1.09338,1.09664,1.0869,1.09273,0.009740000000000082,0.012066428571428589,0.011042461149074876,2.806866182765677
2015.07.23,1.09272,1.10176,1.09209,1.09817,0.009670000000000067,0.012378571428571445,0.01127199926110843,1.633949709881199
2015.07.24,1.09849,1.09956,1.09252,1.09769,0.007040000000000157,0.011973571428571457,0.010907971675583685,2.913337757524887
2015.07.27,1.09772,1.11292,1.09686,1.1086,0.016059999999999963,0.012105714285714306,0.010919821654081098,2.321088839554315
2015.07.28,1.1086,1.10994,1.10219,1.10588,0.007749999999999924,0.011808571428571437,0.010677986244955544,3.190111682714841
2015.07.29,1.10588,1.10839,1.09665,1.09812,0.011740000000000084,0.011692857142857156,0.010648068647194437,3.3275640043566717
2015.07.30,1.09813,1.09891,1.08932,1.09296,0.009589999999999987,0.011044285714285729,0.010104931300583488,5.196052235857969
2015.07.31,1.09306,1.11141,1.09208,1.09816,0.01933000000000007,0.010975000000000021,0.009993989946820155,4.850142865631972
2015.08.03,1.09718,1.09958,1.09412,1.09497,0.00546000000000002,0.010535714285714315,0.009621920496191051,5.818512824605536
2015.08.04,1.09492,1.09876,1.0879,1.08804,0.01085999999999987,0.010557142857142885,0.009702899578271834,4.855900806183007
2015.08.05,1.08809,1.09354,1.08479,1.0905,0.008750000000000036,0.010416428571428596,0.009551974847710771,4.475377975808638
2015.08.06,1.0905,1.09434,1.08732,1.0923,0.007020000000000026,0.01035214285714289,0.009477380625416908,4.217187513604605
2015.08.07,1.09231,1.09782,1.08553,1.09632,0.012289999999999912,0.010789285714285739,0.00984136539904931,2.145619714554873
2015.08.10,1.09612,1.10413,1.09251,1.1018,0.011619999999999964,0.010494285714285725,0.009524673910224837,2.9343994275939376
2015.08.11,1.10188,1.10883,1.09603,1.10411,0.012799999999999923,0.010712857142857144,0.00970270819289486,1.6635637309184765
2015.08.12,1.10417,1.12135,1.1024,1.1155,0.018950000000000022,0.011375714285714282,0.010197861304988152,-1.2241579943626335
2015.08.13,1.11556,1.11887,1.10799,1.11487,0.01088,0.011649999999999985,0.010449648837981097,-2.349736851387606
2015.08.14,1.11488,1.11886,1.10977,1.1108,0.009090000000000042,0.011152142857142848,0.010039739698544155,-0.7218357005180767
2015.08.17,1.11161,1.11247,1.10576,1.1077,0.006709999999999994,0.01107785714285714,0.010000773804150168,-0.6387361679801359
2015.08.18,1.10772,1.10934,1.1017,1.10233,0.007640000000000091,0.010784999999999998,0.009783821541643607,0.2660640772269884
2015.08.19,1.10243,1.11341,1.10175,1.1119,0.011660000000000004,0.010932857142857142,0.009832590289465907,-0.35715459057586196
2015.08.20,1.11189,1.12444,1.11068,1.12405,0.013760000000000217,0.010535000000000008,0.00937235888083271,1.1266988426183018
2015.08.21,1.12407,1.13883,1.12289,1.13881,0.015940000000000065,0.01128357142857144,0.009908212457364651,-1.6404615694919407
2015.08.24,1.13764,1.17134,1.13698,1.1616,0.034359999999999946,0.012962142857142875,0.011158869539551374,-6.982214733293393
2015.08.25,1.16158,1.16213,1.13963,1.15143,0.022500000000000187,0.013944285714285742,0.012110406810909689,-9.17376592740165
2015.08.26,1.15139,1.15607,1.12907,1.13127,0.026999999999999913,0.015371428571428591,0.013587762931420961,-12.047770746785861
2015.08.27,1.13129,1.1364,1.12029,1.12429,0.01611000000000007,0.015644285714285746,0.01391481353946557,-11.53776543274024
2015.08.28,1.12423,1.13096,1.11555,1.11799,0.015409999999999924,0.01591500000000003,0.014235368831563814,-10.903051762190934
2015.08.31,1.11676,1.12623,1.11671,1.12089,0.009519999999999973,0.01568071428571432,0.013989521082099332,-9.031817739228936
2015.09.01,1.12091,1.13324,1.12079,1.13142,0.012450000000000072,0.015216428571428606,0.013448965522466109,-6.8009888744983575
2015.09.02,1.1314,1.1319,1.12161,1.12243,0.01028999999999991,0.015174285714285743,0.013519137687237281,-5.848286015946479
2015.09.03,1.12225,1.12431,1.1087,1.11223,0.015609999999999902,0.01564000000000002,0.01406183972739453,-6.123909048182139
2015.09.04,1.11224,1.11869,1.1089,1.11449,0.009789999999999965,0.015860000000000016,0.014230724367199361,-5.6519117890660695
2015.09.07,1.11619,1.11774,1.11209,1.11692,0.005649999999999933,0.015717857142857148,0.01407250039649854,-4.175668810210449
2015.09.08,1.11692,1.12291,1.11523,1.12019,0.007680000000000131,0.015433571428571444,0.013777637212054602,-2.415911275033518
2015.09.09,1.1201,1.12162,1.11316,1.12062,0.008460000000000134,0.01505500000000001,0.013434527315236217,-0.38733254979270487
2015.09.10,1.12064,1.12951,1.11717,1.12773,0.012340000000000018,0.014797857142857149,0.013121808538264612,1.0853934580594538
2015.09.11,1.1278,1.13493,1.12541,1.13362,0.009519999999999973,0.013023571428571436,0.011488480644811696,6.644824595339544
2015.09.14,1.133,1.13729,1.12831,1.13157,0.008979999999999988,0.012057857142857136,0.010655864986573641,9.60351555328387
2015.09.15,1.13157,1.13285,1.12584,1.12672,0.007009999999999961,0.010629999999999997,0.009434464640727063,14.088203620276808
2015.09.16,1.12673,1.13204,1.12139,1.12888,0.010649999999999826,0.01023999999999998,0.009070937566437513,14.556104466826596
2015.09.17,1.12888,1.14409,1.12844,1.14286,0.015649999999999942,0.010257142857142838,0.008974977562556077,13.23994772007163
2015.09.18,1.1433,1.146,1.1269,1.12946,0.019099999999999895,0.010941428571428546,0.009687309485443085,9.365438280556022
2015.09.21,1.12821,1.13298,1.11809,1.11891,0.01489000000000007,0.01111571428571426,0.009934413210816116,7.73174255426117
2015.09.22,1.11889,1.12073,1.11131,1.1119,0.009419999999999984,0.01105357142857141,0.009941156064908183,7.001952635208298
2015.09.23,1.1119,1.12132,1.11049,1.11848,0.010830000000000117,0.010712142857142852,0.009577411180479627,7.171291976075003
2015.09.24,1.11857,1.12957,1.11641,1.12292,0.01316000000000006,0.010952857142857144,0.00975390690597473,4.984413025238746
2015.09.25,1.12292,1.12318,1.1116,1.11914,0.011580000000000146,0.01137642857142859,0.010165331032246715,2.226217626083115
2015.09.28,1.11816,1.12475,1.1146,1.12437,0.010149999999999881,0.011552857142857142,0.010274960326989463,0.5407439232929632
2015.09.29,1.12442,1.12814,1.11936,1.1247,0.00878000000000001,0.011575714285714276,0.010292268414434317,-0.47771469651502363
2015.09.30,1.12471,1.12612,1.1157,1.11755,0.010420000000000096,0.011438571428571425,0.010235400141892018,-0.8799779694788608
2015.10.01,1.11752,1.12088,1.11349,1.1194,0.007390000000000008,0.01128642857142857,0.010082569743995507,-0.7818841046212052
2015.10.02,1.11938,1.13185,1.11502,1.12058,0.016830000000000123,0.011847142857142865,0.010572331165238417,-2.946600448934217
2015.10.05,1.12186,1.12891,1.11732,1.1186,0.01158999999999999,0.012174285714285724,0.010883502337105064,-3.698979493391688
2015.10.06,1.11859,1.12791,1.11717,1.12704,0.010739999999999972,0.012180714285714307,0.010807703618074165,-3.1867437083820915
2015.10.07,1.12704,1.1284,1.12112,1.12367,0.007280000000000175,0.011582857142857181,0.010308059432802497,-0.6392197575861764
2015.10.08,1.12367,1.13274,1.12342,1.12747,0.009319999999999995,0.01088428571428576,0.009653725344608512,2.0468232774583948
2015.10.09,1.12754,1.13872,1.12667,1.13729,0.012049999999999894,0.010681428571428604,0.009392000783818204,2.745645215186532
2015.10.12,1.13575,1.13967,1.1354,1.13578,0.004269999999999996,0.010313571428571462,0.00908060665672178,4.0654564317318185
2015.10.13,1.13578,1.1411,1.1344,1.13783,0.006699999999999928,0.010018571428571448,0.008804980909776898,5.13539844047347
2015.10.14,1.13784,1.14888,1.13765,1.14728,0.011229999999999851,0.00988071428571429,0.00861229541673723,5.441187560366583
2015.10.15,1.14729,1.14949,1.13628,1.13773,0.013209999999999944,0.009997142857142847,0.008786920321291386,4.548700293027972
2015.10.16,1.13774,1.13949,1.13339,1.13473,0.006099999999999994,0.009707857142857141,0.008555213260297288,5.305295179976574
2015.10.19,1.13555,1.13789,1.13054,1.13248,0.007349999999999968,0.009605714285714282,0.00848201671174262,5.203945461742423
2015.10.20,1.1326,1.13869,1.13225,1.13458,0.006440000000000001,0.00932142857142856,0.008215752588119445,5.897880324829885
2015.10.21,1.13453,1.13771,1.1334,1.13384,0.004310000000000036,0.009101428571428562,0.00802708369031659,6.29567221087533
2015.10.22,1.13381,1.13508,1.10998,1.11079,0.025100000000000122,0.009692142857142847,0.008725450226544034,2.924568818681076
2015.10.23,1.11077,1.11396,1.09963,1.10156,0.014329999999999954,0.00988785714285713,0.00897623111120332,1.3667398122629721
2015.10.26,1.10064,1.1068,1.10036,1.10527,0.006440000000000001,0.009580714285714276,0.008668211645764633,1.9394639687733968
2015.10.27,1.10527,1.10782,1.103,1.10463,0.0048200000000000465,0.009404999999999981,0.008514163113440682,2.063720295819488
2015.10.28,1.10459,1.10955,1.08965,1.09266,0.01990000000000003,0.01016071428571427,0.009299063098964243,-1.5210060287392806
2015.10.29,1.09268,1.0986,1.09015,1.09858,0.008450000000000069,0.009903571428571425,0.009014884149148378,-0.6544122040504671
2015.10.30,1.09858,1.10723,1.09654,1.10008,0.010689999999999866,0.010362142857142844,0.009419444819597524,-2.6047436091111176
2015.11.02,1.1034,1.10527,1.10003,1.10124,0.005239999999999911,0.010257857142857128,0.009314824327900482,-2.0894547002201405
2015.11.03,1.10092,1.10301,1.09357,1.09587,0.009440000000000115,0.010130000000000004,0.009243797165722215,-1.4657037884030772
2015.11.04,1.09609,1.09676,1.08437,1.08641,0.012389999999999901,0.010071428571428573,0.009270375430480732,-1.1903440127459493
2015.11.05,1.08641,1.08968,1.08333,1.0883,0.006350000000000078,0.01008928571428572,0.009270684291358744,-1.146697414544042
2015.11.06,1.08829,1.08934,1.07035,1.07365,0.018990000000000062,0.0109207142857143,0.010171577595784752,-4.172597108836792
2015.11.09,1.07253,1.079,1.07199,1.07508,0.007009999999999961,0.010961428571428582,0.010195918974800556,-3.824380741536002
2015.11.10,1.07516,1.07639,1.0674,1.07233,0.008990000000000054,0.011295714285714298,0.0105338042260445,-4.456124456924455
2015.11.11,1.07214,1.07735,1.07055,1.07391,0.006800000000000139,0.009988571428571442,0.009301125260563215,0.975017515086749
2015.11.12,1.07402,1.08298,1.06909,1.08129,0.013889999999999958,0.009957142857142871,0.009208577585238808,1.1329166061253364
2015.11.13,1.08122,1.08166,1.07138,1.07671,0.010280000000000067,0.01023142857142859,0.00950249238089048,0.1498220972168444
2015.11.16,1.07396,1.07577,1.06744,1.06859,0.008329999999999949,0.010482142857142869,0.009809321495749417,-0.5773129862776439
2015.11.17,1.0686,1.06905,1.06305,1.06404,0.006000000000000005,0.009489285714285724,0.008918166341759449,3.5425111117931634
2015.11.18,1.06412,1.06921,1.06171,1.06586,0.007500000000000062,0.00942142857142858,0.00883927398666671,3.708674785557003
2015.11.19,1.06588,1.07626,1.06547,1.07327,0.010790000000000077,0.009428571428571453,0.008784901682308695,3.3926120472869936
2015.11.20,1.07327,1.07371,1.06402,1.06456,0.009689999999999976,0.0097464285714286,0.009155358618986812,1.796750304957114
2015.11.23,1.06383,1.06567,1.05921,1.06357,0.00645999999999991,0.009533571428571443,0.00896374608965225,2.573216772805451
2015.11.24,1.06365,1.06729,1.06193,1.06423,0.005360000000000031,0.009031428571428595,0.008486350292162968,4.603022513795751
2015.11.25,1.06424,1.0689,1.05656,1.06239,0.012340000000000018,0.009459285714285734,0.00890377894585391,2.3977657341601915
2015.11.26,1.06234,1.0627,1.05998,1.06081,0.0027200000000000557,0.008297142857142876,0.007821516442287381,7.268848641336152
2015.11.27,1.06082,1.06377,1.05682,1.05889,0.006950000000000012,0.008292857142857166,0.007831651203483992,6.439026450055205
2015.11.30,1.05855,1.05947,1.05576,1.05628,0.00370999999999988,0.007915714285714295,0.007493954525044775,7.356388113520984
2015.12.01,1.0563,1.06368,1.05624,1.0631,0.007439999999999891,0.007961428571428564,0.00748888022897993,6.430431274601432
2015.12.02,1.0631,1.06359,1.05504,1.06127,0.008550000000000058,0.007579999999999999,0.007142386009215374,7.756414365338688
2015.12.03,1.06124,1.09807,1.05186,1.09379,0.046210000000000084,0.010146428571428572,0.009276395442844212,-4.937091634607917
2015.12.04,1.09382,1.09558,1.08358,1.08752,0.01200000000000001,0.010408571428571434,0.009570924147207806,-6.070092714058382
2015.12.07,1.08667,1.0887,1.07957,1.08361,0.009130000000000082,0.010632142857142868,0.009811779936640367,-6.603112242055115
2015.12.08,1.08312,1.09021,1.08299,1.08912,0.007220000000000004,0.010612142857142863,0.009743777414006595,-6.1187537513444274
2015.12.09,1.08912,1.10424,1.08788,1.10244,0.016360000000000152,0.011010000000000011,0.00998693806465659,-7.188192680520006
2015.12.10,1.10218,1.10246,1.09248,1.09396,0.0099800000000001,0.011030714285714307,0.010083288498404244,-6.84492477682737
2015.12.11,1.09399,1.10305,1.09262,1.09844,0.010430000000000161,0.011314285714285752,0.010300322015117578,-7.3649292908888135
2015.12.14,1.09842,1.10485,1.0945,1.09913,0.010350000000000081,0.011670714285714328,0.01061813824180427,-7.862948721210428
2015.12.15,1.09915,1.10594,1.09043,1.09278,0.015509999999999913,0.011897142857142893,0.010887043006957385,-7.927735931045586
2015.12.16,1.09277,1.10108,1.0887,1.09097,0.012380000000000058,0.012587142857142892,0.011537570104716805,-9.053914459673727
2015.12.17,1.09099,1.09124,1.08023,1.08246,0.011009999999999964,0.012877142857142889,0.011896183560725467,-8.673300736894497
2015.12.18,1.08242,1.08741,1.08046,1.08652,0.006950000000000012,0.01310857142857147,0.012064730910219297,-7.945651986484151
2015.12.21,1.08507,1.09387,1.08467,1.09135,0.009199999999999875,0.013234285714285754,0.012126527433257666,-6.887116537223793
2015.12.22,1.09139,1.09838,1.0902,1.09563,0.008179999999999854,0.013207857142857169,0.012055034220363779,-5.28131907303221
2015.12.23,1.09538,1.09557,1.08698,1.09089,0.008589999999999876,0.010520714285714296,0.009644156867983296,4.6965563810838376
2015.12.24,1.0909,1.09672,1.09031,1.09579,0.006410000000000027,0.010121428571428583,0.009236649879473788,6.300843282954596
2015.12.28,1.09675,1.09921,1.09517,1.09657,0.0040400000000000436,0.009757857142857151,0.008898526444145974,7.657187346545194
2015.12.29,1.09643,1.09915,1.08987,1.09189,0.009280000000000177,0.009905000000000021,0.00907142660890751,6.818307021712341
2015.12.30,1.0919,1.09435,1.09018,1.09318,0.004170000000000007,0.009034285714285726,0.008264225209284588,10.28226377413984
2015.12.31,1.09301,1.09368,1.08525,1.08539,0.008429999999999938,0.008923571428571428,0.00822153458993673,10.242991633023477
2016.01.04,1.08668,1.0946,1.07806,1.08286,0.01654,0.009359999999999988,0.008643776665496915,7.6293032688070115
2016.01.05,1.08275,1.08384,1.07104,1.07472,0.012799999999999923,0.009534999999999976,0.008872078308768775,6.226934950734407
2016.01.06,1.07438,1.07991,1.07074,1.0781,0.0091699999999999,0.009082142857142832,0.0084242119071912,7.539337541785948
2016.01.07,1.07799,1.09397,1.07707,1.09312,0.016900000000000137,0.009404999999999981,0.008603812939110052,5.098862084024948
2016.01.08,1.09313,1.09323,1.0803,1.09254,0.012929999999999886,0.009542142857142832,0.008733907094607824,3.4808188717431445
2016.01.11,1.09153,1.09689,1.08473,1.08558,0.012159999999999949,0.009914285714285685,0.009132708519211559,0.8500683410633527
2016.01.12,1.08585,1.08999,1.08191,1.08574,0.008080000000000087,0.0098342857142857,0.009057680212837052,0.1459822319867649
2016.01.13,1.08573,1.08878,1.08045,1.08768,0.00833000000000017,0.009845000000000008,0.009051375404530751,-0.9716002517625425
2016.01.14,1.08765,1.09429,1.08343,1.08624,0.010860000000000092,0.010007142857142881,0.00921264440376241,-1.8468387856756947
2016.01.15,1.08623,1.09841,1.08542,1.09094,0.012990000000000057,0.010477142857142883,0.0096037755120748,-3.7252097802875674
2016.01.18,1.09217,1.09273,1.08686,1.08898,0.005870000000000042,0.010607857142857169,0.00974109454981466,-3.9903407851256874
2016.01.19,1.08878,1.09387,1.08588,1.09067,0.007989999999999942,0.010515714285714295,0.009641517861236024,-3.4161114853368084
2016.01.20,1.09074,1.09757,1.0877,1.08885,0.009870000000000045,0.010922857142857154,0.010031553605048586,-4.4672879936194905
2016.01.21,1.08857,1.09209,1.07772,1.0873,0.014369999999999994,0.011347142857142873,0.010436073629304585,-5.366070747424037
2016.01.22,1.08734,1.0876,1.07889,1.07962,0.008709999999999996,0.010787857142857158,0.00999227241330946,-2.7314804731222795
2016.01.25,1.07909,1.08566,1.07875,1.08496,0.006909999999999972,0.010367142857142877,0.009555322645206163,-0.749794609593159
2016.01.26,1.08479,1.08741,1.08185,1.08679,0.005560000000000009,0.01010928571428574,0.009301967918628015,0.6556448713279983
2016.01.27,1.08692,1.09159,1.08503,1.08924,0.006560000000000121,0.009370714285714312,0.0086029839940824,3.940057926745971
2016.01.28,1.08925,1.09673,1.08695,1.09393,0.0097799999999999,0.009145714285714313,0.008360420032099232,4.875546167045348
2016.01.29,1.09393,1.09485,1.08098,1.0829,0.013870000000000049,0.009267857142857177,0.008558368402306008,4.1029561751535
2016.02.01,1.08295,1.09125,1.08144,1.08867,0.009810000000000096,0.009391428571428606,0.008626515446764038,3.3926447784589073
2016.02.02,1.08878,1.09396,1.08823,1.09169,0.005730000000000013,0.009205714285714308,0.008432535138834567,4.064325229936633
2016.02.03,1.09173,1.1145,1.09033,1.11027,0.024170000000000025,0.01015642857142859,0.009147710531157817,-0.15824017269881466
2016.02.04,1.11041,1.12385,1.10692,1.12055,0.01693000000000011,0.010437857142857165,0.009314941004736215,-1.3573177843718658
2016.02.05,1.12068,1.12458,1.11087,1.11521,0.013709999999999889,0.010997857142857155,0.009861691648081665,-3.507568023707645
2016.02.08,1.11447,1.12154,1.10861,1.11922,0.012929999999999886,0.011350714285714294,0.010141629246898995,-4.624492474641192
2016.02.09,1.11898,1.13376,1.11618,1.12929,0.01758000000000015,0.011901428571428587,0.010538859435068573,-6.385608236947375
2016.02.10,1.12922,1.1311,1.11598,1.12881,0.015120000000000022,0.011955000000000018,0.010590799160177546,-6.397510290233975
2016.02.11,1.12895,1.13763,1.12734,1.13203,0.01028999999999991,0.012067857142857154,0.010660368667665303,-6.422413211943205
2016.02.12,1.13216,1.13333,1.12136,1.12507,0.011970000000000036,0.01242928571428573,0.011047566564112215,-7.0937553941154805
2016.02.15,1.1232,1.12488,1.11276,1.11543,0.01212000000000013,0.012897857142857167,0.011563125559521591,-7.88906660350838
2016.02.16,1.11544,1.11926,1.11235,1.11408,0.006909999999999972,0.012922857142857156,0.011599577357871208,-6.960543866797905
2016.02.17,1.11423,1.11787,1.11056,1.11272,0.007309999999999928,0.012746428571428587,0.011455198586732142,-5.360618242598433
2016.02.18,1.11254,1.11492,1.10704,1.1105,0.007879999999999887,0.012318571428571432,0.01109281533414807,-3.0458286851384386
2016.02.19,1.11061,1.11388,1.10661,1.11292,0.007269999999999888,0.012137142857142846,0.01090567413393851,-1.6660341597371193
2016.02.22,1.11089,1.11238,1.10029,1.10269,0.012089999999999934,0.012591428571428556,0.011418829019423914,-2.3718826154361383
2016.02.23,1.10293,1.10524,1.09896,1.10168,0.006280000000000063,0.011313571428571414,0.010269380789858593,2.5756904065648722
2016.02.24,1.10183,1.10456,1.09568,1.10102,0.008879999999999999,0.010738571428571406,0.009753293699089395,4.91864811051737
2016.02.25,1.10133,1.10494,1.09862,1.10177,0.006320000000000103,0.01021071428571428,0.009267555193655918,6.904172861073931
2016.02.26,1.10161,1.1068,1.09111,1.09247,0.015689999999999982,0.010407857142857144,0.00952690430204687,5.828617561120231
2016.02.29,1.09125,1.0962,1.08589,1.08723,0.010310000000000041,0.009888571428571422,0.009095197362629271,7.523608168895776
2016.03.01,1.08722,1.08931,1.08337,1.08656,0.005940000000000056,0.009232857142857138,0.00849732839682773,9.77922773681632
2016.03.02,1.08653,1.08804,1.08252,1.08677,0.005519999999999969,0.008892142857142857,0.008182175489885493,10.551868629093823
2016.03.03,1.08677,1.09722,1.08531,1.09553,0.011910000000000087,0.008887857142857145,0.008112837752372957,9.592863735564416
2016.03.04,1.09565,1.10429,1.09025,1.10004,0.014040000000000052,0.009024999999999997,0.008204247118286606,7.8302635714468645
2016.03.07,1.09875,1.10255,1.09397,1.10118,0.00857999999999981,0.0091442857142857,0.00830407900096778,6.161723815763512
